"market","address","floor","city","state","postal","status","LATA","NPA","NXX","CLLI","SWCLLI","type","entranece","latitude","longitude","vcoordinate","hoordinate"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","60 Hudson St","15th Fl, Suite 1505","New York","NY","10013","Fiber Only","132","212","964","NYCMNYZR","NYCMNYVS","Carrier POP","Dual","40.7177198","-74.0087954","5002.50","1405.40"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","410 E St NW","","Washington","DC","20001","Fiber Only","236","","","WASIDCTZ","WASHDCDP","Federal Government","","38.8958320","-77.0168720","",""
"New York-Northern New Jersey-Long Island, NY-NJ-PA","75 Broad St","19th Fl, Suite 1901","New York","NY","10004","On-Net","132","212","232","NYCMNYBX","NYCMNYBS","Neutral Data Center","Dual","40.7047540","-74.0112600","5005.10","1404.10"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","60 Hudson St","13th Fl, Suite 1306","New York","NY","10013","Fiber Only","132","212","964","NYCMNYZR","NYCMNYVS","Carrier POP","Dual","40.7177198","-74.0087954","5002.50","1405.40"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","60 Hudson St","15th Fl, Suite 1502","New York","NY","10013","On-Net","132","212","964","NYCMNYZR","NYCMNYVS","Carrier POP","Dual","40.7177198","-74.0087954","5002.50","1405.40"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","5208 River Rd","","Bethesda","MD","20816","Fiber Only","236","","","BTHSMDJB","BTHSMDWA","Office","","38.9639490","-77.1041010","",""
"New York-Northern New Jersey-Long Island, NY-NJ-PA","60 Hudson St","13th Fl, Suite 1302","New York","NY","10013","On-Net","132","212","964","NYCMNYZR","NYCMNYVS","Carrier POP","Dual","40.7177198","-74.0087954","5002.50","1405.40"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","6011 Executive Blvd","","Rockville","MD","20852","Fiber Only","236","","","RKVLMDGC","RKVLMDMR","Office","","39.0495920","-77.1216210","",""
"Minneapolis-St. Paul-Bloomington, MN-WI","511 11th Ave S","Suite 216","Minneapolis","MN","55415","Fiber Only","628","612","973","MPLSMNCD","MPLSMNDT","Carrier POP","Dual","44.9714230","-93.2546040","5780.90","4523.40"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","60 Hudson St","13th Fl, Suite 1305","New York","NY","10013","On-Net","132","212","964","NYCMNYZR","NYCMNYVS","Carrier POP","Dual","40.7177198","-74.0087954","5002.50","1405.40"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","9601 Blackwell Rd","","Rockville","MD","20850","Fiber Only","236","","","RKVLMDXZ","RKVLMDRV","College/University","","39.1017420","-77.1928400","",""
"Washington-Arlington-Alexandria, DC-VA-MD-WV","300 New Jersey Ave NW","","Washington","DC","20001","Fiber Only","236","","","WASODCNH","WASHDCDP","Office","","38.8945110","-77.0116470","",""
"Dallas-Fort Worth-Arlington, TX","2400 Lakeside Blvd","","Richardson","TX","75082","Fiber Only","552","","","RCSNTXBD","DLLSTXRN","Office","Linear","32.9800000","-96.7113880","",""
"Phoenix-Mesa-Glendale, AZ","211 W Monroe St","1st Fl","Phoenix","AZ","85003","On-Net","666","","","PHNXAZMA","PHNXAZMA","ILEC Central Office","","33.4518000","-112.0777000","9133.10","6748.30"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","1177 Avenue Of The Americas","Bsmt C1 Telco Room (Splice 20515)","New York","NY","10036","On-Net","132","","","NYCPNYGQ","NYCMNY42","Office","Linear","40.7572350","-73.9828810","4993.00","1407.20"
"Columbus, OH","22921 Reed Rd","","Marysville","OH","43040","On-Net Restricted","923","937","246","MRSLOH1E","MYVIOHXA","Carrier POP","","40.3343285","-83.4271794","5939.80","2657.00"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2000 Kubach Rd","2nd Flr/Rm 292 (Alpha Room)","Philadelphia","PA","19116","On-Net","228","","","PHLAPAOW","PHLAPAOR","Private Data Center","","40.1169050","-75.0000890","5206.50","1459.10"
"Salt Lake City, UT","875 S West Temple","1st floor","Salt Lake City","UT","84101","Fiber Only","660","","","SJRDUTGL","SLKCUTMA","Private Data Center","","40.7509680","-111.8934530","7577.90","7066.40"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1041 W Valley Rd","1st Flr/ Rm C122A (Print Mail)","Wayne","PA","19087","On-Net","228","","","TFTPPAVW","WAYNPAWY","Private Data Center","","40.0719488","-75.4233903","5256.40","1510.50"
"Houston-Sugar Land-Baytown, TX","1201 Louisiana St","2nd FLR/Total Data Rm 216-S","Houston","TX","77002","On-Net","560","","228","HSTNTX99","HSTNTXCL","Office","","29.7565700","-95.3686500","8937.01","3536.98"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","101 Hudson St","29th Floor","Jersey City","NJ","07302","Fiber Only","224","","","JRCYNJ64","JRCYNJBR","Office","","40.7161176","-74.0348012","5005.50","1408.60"
"Portland-Vancouver-Hillsboro, OR-WA","819 SW Oak St","1st Fl Vendor Room","Portland","OR","97205","On-Net","672","","","PTLDOR62","PTLDOR69","Carrier POP","","45.5226760","-122.6796130","6799.30","8915.50"
"Phoenix-Mesa-Glendale, AZ","1301 W University Dr","1st Fl, AT&T Colo Rm","Mesa","AZ","85201","Fiber Only","666","","461","MESAAZLB","MESAAZMA","Neutral Data Center","","33.4214688","-111.8587258","9130.20","6708.00"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","111 8th Ave","15th Fl","New York","NY","10011","On-Net","132","212","645","NYCMNY83","NYCMNY18","Neutral Data Center","","40.7413120","-74.0031840","4997.90","1407.90"
"Dallas-Fort Worth-Arlington, TX","2410 Gateway Dr","FL 1 / Telco RM","Irving","TX","75063","Fiber Only","552","","","IRNGTXUE","DLLSTXNO","Office","","32.8934590","-96.9842707","",""
"Las Vegas-Paradise, NV","745 E Tropicana Ave","","Las Vegas","NV","89119","Fiber Only","721","702","698","LSVGNV01","LSVGNVXL","Mobile Service Center","","36.1006720","-115.1476340","8679.60","7409.10"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","95 William St","Basement ASA Room","Newark","NJ","07102","Fiber Only","224","","","NWRKNJ02","NWRKNJ02","ILEC Central Office","Diverse","40.7346947","-74.1779985","5016.40","1430.10"
"Las Vegas-Paradise, NV","3040 Simmons St","1st Fl","North Las Vegas","NV","89032","On-Net","721","","","NLVGNV19","LSVGNVXT","Mobile Service Center","Dual","36.2147060","-115.1786000","8656.20","7419.10"
"Atlanta-Sandy Springs-Marietta, GA","2990 Gateway Dr","FTP","Norcross","GA","30071","Fiber Only","438","770","300","NRCRGADU","NRCRGAMA","Mobile Service Center","Dual","33.9305060","-84.2563090","7214.60","2082.60"
"Minneapolis-St. Paul-Bloomington, MN-WI","2902 Corporate Pl","1","Chanhassen","MN","55317","On-Net","628","","","CHNHMNEK","EXCLMNEX","Retail","Linear","44.8624391","-93.5962289","5824.20","4561.50"
"Lima, OH","43 Town Sq","","Lima","OH","45801","On-Net","923","","","LIMAOHGB","LIMAOHXA","Office","Linear","40.7402250","-84.1056700","5920.80","2798.90"
"Cleveland-Elyria-Mentor, OH","1525 Rockwell Ave","Roof","Cleveland","OH","44114","On-Net","320","216","204","CLEYOHIG","CLEVOH62","Carrier POP","","41.5059840","-81.6842520","5573.20","2544.30"
"Atlanta-Sandy Springs-Marietta, GA","1 Monroe Pl NE","1st","Atlanta","GA","30324","Fiber Only","438","","","ATLAGAKM","ATLNGABU","Studio/Broadcast Center","Dual","33.8085890","-84.3688170","7247.70","2087.30"
"Los Angeles-Long Beach-Santa Ana, CA","2400 W Empire Ave","4th Fl, Data Rm","Burbank","CA","91504","Stubbed","730","","","BRBNCARU","BRBNCA11","Office","","34.1907010","-118.3368730","9183.20","7897.40"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","34 Exchange Pl Plaza 1","7th Fl, Telecom Rm","Jersey City","NJ","07302","On-Net","224","","","JRCYNJ01","JRCYNJBR","Office","","40.7203000","-74.0444000","",""
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","4865 Market St","2nd Fl, Data Room","Philadelphia","PA","19139","On-Net","228","","","PHLCPAQQ","PHLAPASH","Hospital","","39.9595774","-75.2184617","5256.52","1469.65"
"Dallas-Fort Worth-Arlington, TX","2730 Edmonds Ln","Telco Closet 1st Floor","Lewisville","TX","75067","Fiber Only","552","","","LWVMTXEM","LWVLTXXA","Office","Diverse","32.9943869","-97.0069398","",""
"Baltimore-Towson, MD","111 S Calvert St","Ste 1400","Baltimore","MD","21202","On-Net","238","","","BLTMMDAQ","BLTMMDCH","Office","","39.2877200","-76.6120100","5510.29","1573.90"
"United Kingdom, GBR","240 East India Dock Rd","1/MMR2, Rack G2A","London","","E14 9YY","On-Net","","","","LONEENOZ","","Neutral Data Center","Linear","51.5111450","-0.0055500","-5831.60","-482.80"
"Charlotte-Gastonia-Rock Hill, NC-SC","700 E Trade St","Basement","Charlotte","NC","28202","Fiber Only","422","","","CHRONCRA","CHRLNCCA","Local/State Government","Diverse","35.2213530","-80.8373550","6657.80","1697.30"
"San Jose-Sunnyvale-Santa Clara, CA","2807 Mission College Blvd","1st Floor/Telco Cage","Santa Clara","CA","95054","On-Net","722","","235","SNTDCABK","SNTCCA01","Neutral Data Center","Dual","37.3940310","-121.9783180","8571.00","8632.30"
"Denver-Aurora-Broomfield, CO","4100 E Dry Creek Rd","Unknown MPOE","Littleton","CO","80122","On-Net Restricted","656","","","LTTNCOMM","DNVRCODC","Earth Station/Satellite Farm/Uplink Facility","","39.5786270","-104.9390310","7532.10","5879.40"
"Baltimore-Towson, MD","225 E Redwood St","Suite 401","Baltimore","MD","21202","On-Net","238","","","BLTQMDQU","BLTMMDCH","Office","","39.2887670","-76.6114840","98.00",""
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1393 W Baltimore Pike","Zayo FTT Cabinet","Middletown","PA","19063","On-Net","228","","","MWTPPABJ","MEDIPAME","Zayo FTT Cabinet","","39.9005140","-75.4611300","5289.30","1493.40"
"Chicago-Joliet-Naperville, IL-IN-WI","600 S Federal St","1st Fl, Ste 142","Chicago","IL","60605","On-Net","358","","212","CHCGILCP","CHCGILWB","zColo Facility","Linear","41.8733280","-87.6299500","5987.30","3424.30"
"Dallas-Fort Worth-Arlington, TX","720 E Arapaho Rd","ABV FDP/ MPOE/ 1st FLR","Richardson","TX","75081","Fiber Only","552","","","RCSNTXHD","DLLSTXRN","Office","","32.9598300","-96.7143900","8396.62","4033.79"
"Atlanta-Sandy Springs-Marietta, GA","3353 Peachtree Rd NE","Main Telco","Atlanta","GA","30326","Fiber Only","438","","","ATLAGAAO","ATLNGABU","Finance","","33.8473460","-84.3666920","7240.10","2091.20"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","205 Hudson St","5th Floor","New York","NY","10013","Fiber Only","132","","219","NYMRNYFL","NYCMNYVS","Office","","40.7236018","-74.0083501","5001.50","1406.20"
"Chicago-Joliet-Naperville, IL-IN-WI","130 E Randolph ST","","Chicago","IL","60601","On-Net","358","","","CHCGILPB","CHCGILFR","Office","","41.8848378","-87.6231050","5985.00","3424.40"
"San Jose-Sunnyvale-Santa Clara, CA","1735 Lundy Ave","1st Floor Cage 78","San Jose","CA","95131","On-Net","722","","232","SNJSCAWE","SNJSCA21","Neutral Data Center","","37.3884100","-121.8882080","8571.10","8620.53"
"Chicago-Joliet-Naperville, IL-IN-WI","1905 Lunt Ave","2nd Fl, Equinix, Cage 32740, ABV POP","Elk Grove Village","IL","60007","On-Net","358","","228","EGVGILBP","EGVGILEG","Neutral Data Center","","42.0013210","-87.9548010","5987.60","3483.90"
"United Kingdom, GBR","10 Chiswell St","Bsmt/Telco Rm/Cab 2","London","","EC1Y 4XY","On-Net","","","","LONEENYE","","Finance","Linear","51.5207823","-0.0883573","",""
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","913 Wallace St","1st FL, IT RM, MDF","Philadelphia","PA","19123","Fiber Only","228","","","PHLCPAQS","PHLAPAMK","Office","","39.9639900","-75.1536800","5248.04","1459.27"
"United Kingdom, GBR","52 Conduit St","5th Floor/Comms Room/Rack 1","London","","W1S 2YX","On-Net Restricted","","","","LONHENKF","","Office","Linear","51.5122268","-0.1415229","",""
"Atlanta-Sandy Springs-Marietta, GA","112 Krog St NE","1st Floor","Atlanta","GA","30307","On-Net","438","","","ATLCGA97","ATLNGACS","Office","","33.7549590","-84.3642710","7257.50","2080.90"
"Pittsburgh, PA","2500 Allegheny Center Mall","Suite 120","Pittsburgh","PA","15212","On-Net Restricted","234","412","321","PITBPAMA","PITBPANS","Carrier POP","Dual","40.4507650","-80.0049240","5618.80","2186.80"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","365 S Randolphville Rd","1st Floor/West Pop/Rm 119","Piscataway","NJ","08854","On-Net","224","","235","PSWYNJAX","PSWYNJPI","Neutral Data Center","","40.5526500","-74.4593500","5075.91","1444.30"
"Los Angeles-Long Beach-Santa Ana, CA","151 S Grand Ave","1st FLR/ ABV FDP/ MPOE","Los Angeles","CA","90012","Fiber Only","730","","","LSASCAQB","LSANCA03","Stadium/Arena","","34.0552500","-118.2496600","9210.77","7876.72"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","330 West St","3rd Flr, Telco Room","New York","NY","10014","On-Net","132","","206","NYDBNYXS","NYCMNY18","Finance","","40.7284300","-74.0099700","4999.35","1407.12"
"United Kingdom, GBR","240 East India Dock Rd","3rd/C8/ODF","London","","E14 9YY","On-Net","","","","LONEENOZ","","Neutral Data Center","","51.5111450","-0.0055500","-5831.60","-482.80"
"Los Angeles-Long Beach-Santa Ana, CA","2301 N Highland Ave","1st FLR/ ABV FDP MPOE","Los Angeles","CA","90068","Fiber Only","730","","","LSAHCARL","HLWDCA01","Stadium/Arena","","34.1127392","-118.3388562","9200.75","7895.00"
"Atlantic City-Hammonton, NJ","4009 Black Horse Pike","1st Flr/IS Rm","Mays Landing","NJ","08330","Fiber Only","220","","272","HATPNJCR","PSVLNJPL","Clinic","","39.4402300","-74.6190400","5348.37","1292.41"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","3550 Market St","4th Flr/IDF","Philadelphia","PA","19104","On-Net","228","","","PHLBPABT","PHLAPAEV","Hospital","","39.9564000","-75.1936500","5254.37","1465.51"
"United Kingdom, GBR","Cranes Farm Rd, Nyse Data Centre","1st Fl/MMR East/ODF","Basildon","","SS14 3NY","On-Net","","","","BSLNEN08","","Neutral Data Center","Diverse","51.5866720","0.4848800","",""
"New York-Northern New Jersey-Long Island, NY-NJ-PA","1919 Park Ave","1st Fl/Telco Node Rm","Weehawken","NJ","07086","On-Net","224","","223","WHWKNJ23","UNCYNJ02","Office","","40.7607504","-74.0258521","4996.70","1413.60"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","825 8th Ave","39th Fl, Customer Data Rm","New York","NY","10019","On-Net","132","","218","NYCNNYJH","NYCMNY50","Office","","40.7627300","-73.9859600","4991.86","1408.50"
"Indianapolis-Carmel, IN","4007 N 800 W","Zayo Cab","McCordsville","IN","46055","On-Net","336","","","BCTPINBC","MCCRINXA","Zayo FTT Cabinet","","39.8415199","-85.9531143","6242.20","2969.40"
"Amarillo, TX","203 W 8th Ave","2nd Flr/Ste 203","Amarillo","TX","79101","On-Net","546","","","AMRLTX98","AMRLTX02","Office","","35.2055340","-101.8390980","8266.20","5075.10"
"New York-Northern New Jersey-Long Island, NY-NJ-PA","599 Lexington Ave","19th Fl, Telephone Room","New York","NY","10022","On-Net","132","","207","NYCNNYLN","NYCMNY56","Finance","","40.7579600","-73.9708500","4991.40","1405.77"
"Los Angeles-Long Beach-Santa Ana, CA","2630 Cahuenga Blvd E","1st FLR/ ABV FDP MPOE","Los Angeles","CA","90068","Fiber Only","730","","","LSAGCATM","HLWDCA01","Stadium/Arena","","34.1155800","-118.3357100","9200.75","7895.00"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","1275 K St NW","MMR","Washington","DC","20005","On-Net","236","202","289","WASHDC12","WASHDCMO","Building Operated MMR","","38.9029150","-77.0290170","5621.30","1583.00"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","1919 M St NW","B-1","Washington","DC","20036","Fiber Only","236","","","WASHDCEK","WASHDCMT","Office","Linear","38.9060330","-77.0444490","5622.10","1585.40"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","50 F St NW","3rd Floor MPOE","Washington","DC","20001","Fiber Only","236","","","WASHDCRM","WASHDCDP","Office","","38.8970240","-77.0107450","5620.50","1579.80"
"Seattle-Tacoma-Bellevue, WA","2001 6th Ave","19th Fl MMR","Seattle","WA","98121","Fiber Only","674","206","561","STTLWAWB","STTLWAEL","Building Operated MMR","Dual","47.6143290","-122.3389280","6335.20","8896.90"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","3400 Civic Center Blvd","1st Fl, MDF Room","Philadelphia","PA","19104","Fiber Only","228","","222","PHLFPAOM","PHLAPAEV","Office","","39.9480100","-75.1922900","5254.37","1465.51"
"Los Angeles-Long Beach-Santa Ana, CA","2049 Century Park E","MPOE/FDP Rack","Los Angeles","CA","90067","Fiber Only","730","","","LSANCAHU","WLANCA01","Office","Linear","34.0587262","-118.4131224","9215.50","7907.30"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","4301 Jones Bridge Rd Bldg 70","","Bethesda","MD","20814","Fiber Only","236","","","BTHSMDXA","CHCHMDBE","College/University","","39.0016951","-77.0852106","",""
"Washington-Arlington-Alexandria, DC-VA-MD-WV","1845 N Fort Myer Dr","Zayo FDP","Arlington","VA","22209","Stubbed","236","","","ARTNVAZW","ARTNVAAR","Office","","38.8958700","-77.0727500","5627.27","1588.23"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","5000 Seminary Rd","","Alexandria","VA","22311","Fiber Only","236","","","ALXNVAPR","ALXNVABA","Hotel & Inn","","38.8331490","-77.1175990","",""
"Washington-Arlington-Alexandria, DC-VA-MD-WV","7790 SAIC Ct","Cage 70340","Vienna","VA","22182","Fiber Only","236","","","","VINNVAVN","Neutral Data Center","","38.9221610","-77.2336300","",""
"Washington-Arlington-Alexandria, DC-VA-MD-WV","1107 Ritchie Rd","","Capitol Heights","MD","20743","Fiber Only","236","","","FSVLMDJK","CPHGMDCA","Studio/Broadcast Center","","38.8745340","-76.8578120","",""
"Washington-Arlington-Alexandria, DC-VA-MD-WV","4600 Wedgewood Blvd","","Frederick","MD","21703","Fiber Only","240","","","FRDRMDPD","FRDRMDFR","Office","","39.3594000","-77.4224910","",""
"Washington-Arlington-Alexandria, DC-VA-MD-WV","6705 Rockledge Dr","","Bethesda","MD","20817","Fiber Only","236","","","BTHSMDFF","BTHSMDBD","Office","","39.0307880","-77.1354620","",""
"Washington-Arlington-Alexandria, DC-VA-MD-WV","7965 Baltimore Ave Bldg 224","","College Park","MD","20742","Fiber Only","236","","","GLBRMDSK","HYVLMDRI","College/University","","38.9908174","-76.9421373","",""
"San Jose-Sunnyvale-Santa Clara, CA","1170 Kifer Rd","Zayo FDP","Sunnyvale","CA","94086","Fiber Only","722","","","SNVACAPP","SNVACA01","Office","","37.3737700","-121.9974100","8576.88","8643.74"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","6700 Rockledge Dr","","Bethesda","MD","20817","Fiber Only","236","","","BTHSMDBI","BTHSMDBD","Federal Government","","39.0284610","-77.1352330","",""
"Dallas-Fort Worth-Arlington, TX","2511 E Grauwyler Rd","Zayo FDP","Irving","TX","75061","Stubbed","552","","","IRNGTX11","IRNGTXXB","Carrier POP","","32.8311285","-96.9068960","8438.86","4067.54"
"Chicago-Joliet-Naperville, IL-IN-WI","353 N Clark St","","Chicago","IL","60654","Fiber Only","358","","201","CHDBILHM","CHCGILFR","Enterprise","","41.8882300","-87.6309500","5984.50","3426.71"
"Dallas-Fort Worth-Arlington, TX","4939 Reading St","Zayo FDP","Dallas","TX","75247","Stubbed","552","","","DLLCTXIK","DLLSTXME","Office","","32.8068270","-96.8656670","8433.96","4050.94"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","8901 Wisconsin Ave Bldg 27","","Bethesda","MD","20889","Fiber Only","236","","","BTHSMDIR","CHCHMDBE","Federal Government","","39.0033437","-77.0905859","",""
